"TIME","GEO","SEVERITY","AGE","NACE_R1","UNIT","Value","Flag and Footnotes"
"2000","Malta","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Malta","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Netherlands","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","76",""
"2000","Netherlands","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","2",""
"2000","Netherlands","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","7",""
"2000","Netherlands","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","13",""
"2000","Netherlands","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","19",""
"2000","Austria","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","146",""
"2000","Austria","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","2",""
"2000","Austria","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","11",""
"2000","Austria","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","24",""
"2000","Austria","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","41",""
"2000","Poland","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Poland","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Poland","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Poland","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Poland","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Portugal","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","256",""
"2000","Portugal","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","6",""
"2000","Portugal","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","25",""
"2000","Portugal","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","59",""
"2000","Portugal","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","46",""
"2000","Romania","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Romania","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Romania","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Romania","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Romania","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Slovenia","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Slovenia","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Slovenia","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Slovenia","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Slovenia","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Slovakia","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2000","Slovakia","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
