"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2011","Cyprus","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Cyprus","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","12,900",""
"2011","Cyprus","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Cyprus","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,400",""
"2011","Cyprus","Euro","Median equivalised net income","Reporting country","Total","18 years or over","17,390",""
"2011","Latvia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","3,253","u"
"2011","Latvia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Latvia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","3,877",""
"2011","Latvia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Latvia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","3,874",""
"2011","Latvia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4,324",""
"2011","Lithuania","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2011","Lithuania","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Lithuania","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,323",""
"2011","Lithuania","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Lithuania","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,323",""
"2011","Lithuania","Euro","Median equivalised net income","Reporting country","Total","18 years or over","3,878",""
"2011","Luxembourg","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","29,749",""
"2011","Luxembourg","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Luxembourg","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","20,676",""
"2011","Luxembourg","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Luxembourg","Euro","Median equivalised net income","Foreign country","Total","18 years or over","28,077",""
"2011","Luxembourg","Euro","Median equivalised net income","Reporting country","Total","18 years or over","37,295",""
"2011","Hungary","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","5,968","u"
"2011","Hungary","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Hungary","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,269","u"
"2011","Hungary","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Hungary","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,998",""
"2011","Hungary","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4,595",""
"2011","Malta","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","11,121",""
"2011","Malta","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Malta","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","9,309",""
"2011","Malta","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Malta","Euro","Median equivalised net income","Foreign country","Total","18 years or over","10,227",""
"2011","Malta","Euro","Median equivalised net income","Reporting country","Total","18 years or over","11,215",""
"2011","Netherlands","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","19,328",""
"2011","Netherlands","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Netherlands","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","15,749",""
"2011","Netherlands","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Netherlands","Euro","Median equivalised net income","Foreign country","Total","18 years or over","17,296",""
"2011","Netherlands","Euro","Median equivalised net income","Reporting country","Total","18 years or over","20,923",""
"2011","Austria","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,456",""
"2011","Austria","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Austria","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","15,770",""
"2011","Austria","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Austria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","16,329",""
"2011","Austria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","22,778",""
"2011","Poland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2011","Poland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
